PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
277615098,22052363,99,2022-03-25T12:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
277810361,22054167,11,2022-04-11T14:00:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,IDENTITY THEFT,4120 Identity Theft,1403,8,3,-79.9233366419934,40.4414229997783
276413362,22045113,99,2022-03-26T18:20:00,"400 Block Edgemont St Pittsburgh, PA 15211",Y,Mount Washington,3,MENTAL 201/302,9498 302 (Mental),1807,3,5,-80.0005935867897,40.4222565926704
276415729,22045134,27,2022-03-26T01:17:00,"2400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.9707882277001,40.4279555979069
276426272,22044856,27,2022-03-26T02:11:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,2,5,-80.0213528738134,40.4421395488467
276434868,22045015,6,2022-03-26T06:45:00,"1800 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0237655828259,40.407456520326
276457908,22045503,18,2022-03-27T14:22:00,"6200 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4703 Operation of Vehicle without Official Certif. of Inspection / 9124 Drug Investigation / 4524 Windshield Obstructions and Wipers. / 1301 Registration and Certificate of Title Required. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 3736 Reckless Driving,1115,7,2,-79.9174391815309,40.4681984526629
276469119,22045669,0,2022-03-27T19:56:00,"100 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,99,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,3001,3,5,-79.9905877515385,40.4155725063979
276471410,22045689,6,2022-03-27T20:30:00,"400 Block 56th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1011,,,,
276485530,22045752,0,2022-03-28T00:24:00,"1700 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.9280371189411,40.4378819347165
-3477284126,22042319,14,2022-03-22T06:57:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",N,Mt. Oliver Boro,3,CRIM MISCHIEF,3304 Criminal Mischief.,4810,3,5,-79.9906009292209,40.4098987771292
275911123,22042345,0,2022-03-22T07:51:00,"7300 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,99,0292 Located Runaway - not Reported Missing,1303,9,2,-79.8964368454768,40.4529830140884
275918429,22042382,10,2022-03-18T15:05:00,"200 Block Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.004883411232,40.4398315874464
275920135,22040295,27,2022-03-18T18:20:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,1,1,-80.0009078039902,40.4508935599436
275932511,22042478,17,2022-03-22T12:00:00,Zone 2,N,,2,INVOLUNTARY DEV SEXUAL INTER,3123 Involuntary Deviate Sexual Intercourse. / 6301 Corruption of Minors.,,,,,
275966617,22042614,6,2022-03-22T13:46:00,"300 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.999884513708,40.4382482401399
275970296,22042603,6,2022-03-22T16:00:00,"3100 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1414,5,3,-79.9239628679158,40.4238572550296
275971467,22042672,99,2022-03-22T12:00:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,DRUG INVESTIGATION,9124 Drug Investigation,1403,8,3,-79.9233366419934,40.4414229997783
275991459,22042794,99,2022-03-22T21:33:00,"5800 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,705,8,2,-79.9305988054314,40.4560876403463
275996675,22042851,5,2022-03-22T23:50:00,"3300 Block Bethoven St Pittsburgh, PA 15219",Y,Polish Hill,2,BURGLARY,3502 Burglary.,605,7,6,-79.9638733326287,40.4570542980858
275997656,22042924,0,2022-03-23T03:31:00,"East St & Lareda St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.9988978157652,40.4624265007979
276568459,22046116,11,2022-03-15T00:01:00,"2900 Block Leander St Pittsburgh, PA 15219",N,Bedford Dwellings,2,CREDIT CARDS,4106 Access Device Fraud,509,7,3,-79.9690282934379,40.4543532654165
276570556,22046055,6,2022-03-28T08:00:00,"4400 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,403,8,3,-79.9535826174592,40.4511859232577
276572971,22046152,11,2022-03-26T00:01:00,"1500 Block Obey Ave Pittsburgh, PA 15205",N,Crafton Heights,6,IDENTITY THEFT,4120 Identity Theft,2815,,,,
276576428,22046182,10,2022-03-28T20:51:00,"2900 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709 Harassment (Non-Specific),1609,,,,
276596707,22046294,0,2022-03-29T03:57:00,"Kirkpatrick St & Reed St Pittsburgh, PA 15219",N,Terrace Village,2,99,8106 Shots Fired / 607.03 Discharging Firearm or Airgun,510,6,3,-79.975056270112,40.4436750735633
276598930,22045730,14,2022-03-27T22:54:00,"7200 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1202,9,2,-79.8937220743909,40.4669448658643
276672955,22046485,11,2022-03-29T12:54:00,"8800 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,THEFT BY DECEPTION,3922 Theft by Deception.,1306,,,,
276681518,22046548,13,2022-03-29T15:20:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",Y,Middle Hill,2,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor,501,6,3,-79.9806857398547,40.4470578842206
276423705,22045241,0,2022-03-26T22:59:00,"600 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9998 Overdose Other,1919,4,5,-80.0224888861346,40.3952287840366
276427050,22045343,6,2022-03-27T02:48:00,"400 Block Semple St Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property.,406,3,3,-79.9549960756376,40.4369396794834
276428463,22045240,0,2022-03-26T22:48:00,"7200 Block Everton St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Child accidentally burned with cigarette,1202,9,2,-79.8926212916504,40.4629887350381
276432227,22045303,99,2022-03-27T01:33:00,"200 Block Reifert St Pittsburgh, PA 15210",Y,Knoxville,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA) / 9997 Overdose Death,3001,3,5,-79.9921143140098,40.4081378138273
276438415,22045405,5,2022-03-27T08:15:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1918,4,5,-80.0191898061447,40.3928794375987
276446035,22045474,27,2022-03-27T11:40:00,"1100 Block Hodgkiss St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2704,1,1,-80.0251881548773,40.4678141212046
276448187,22045495,6,2022-03-27T13:09:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.9974088316752,40.4415332222525
276456097,22043630,99,2022-03-21T13:50:00,"3100 Block Centre Ave Pittsburgh, PA 15219",N,Upper Hill,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,506,6,3,-79.9620209823228,40.4488429302504
276470848,22045695,29,2022-03-27T20:40:00,"400 Block Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,802,7,2,-79.9480896037284,40.4611113642934
276489481,22045760,21,2022-03-28T00:30:00,"Centre Ave & S Negley Ave Pittsburgh, PA 15232",Y,Shadyside,4,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3112 Traffic-Control Signals. / 3802(a)(1) DUI - General Impairment / 3354 Additional Parking Regulations.,709,8,2,-79.9340605671477,40.4572698639493
277828635,22054239,10,2022-04-11T16:41:00,"Arlington Ave & Josephine St Pittsburgh, PA 15210",Y,Arlington Heights,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 7513 Restriction on Alcoholic Beverages - Open Container,1604,3,3,-79.9654754772533,40.4173814537233
277834704,22054286,10,2022-04-11T17:30:00,"300 Block N Atlantic Ave Pittsburgh, PA 15224",Y,Garfield,5,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1017,9,2,-79.9378304823934,40.4666940539505
277852442,22054404,99,2022-04-11T23:50:00,"5100 Block Carnegie St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1011,7,2,-79.9546478613864,40.477825531142
-3413183940,22045929,27,2022-03-28T11:00:00,"700 Block S 21st St Pittsburgh, PA 15203",Y,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,,,,
276551227,22045869,5,2022-03-28T08:28:00,"600 Block Ridge Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,BURGLARY,3502 Burglary.,2701,,,,
276564751,22043025,26,2022-03-28T17:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.9931846836602,40.4350718181921
277927178,22055046,14,2022-04-13T02:03:00,"2500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 5505 Public Drunkenness / 5506 Loitering and Prowling at Night / 3503(a) Criminal Trespass,1609,3,3,-79.9697793403432,40.4278299951058
276034394,22043027,6,2022-03-23T08:45:00,"100 Block N  Sheridan Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2709 Harassment (Non-Specific),1113,9,2,-79.924107917319,40.4607563342413
276061524,22043099,29,2022-03-23T11:17:00,"400 Block Mountain Ave Pittsburgh, PA 15210",N,Mount Oliver,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1607,3,3,-79.9770683900245,40.4124762784479
276065864,22043151,27,2022-03-23T12:59:00,"Washington Pl & Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.991533571872,40.4404759670093
276088563,22043252,10,2022-03-23T15:52:00,"Smithfield St & Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-80.0010668233006,40.4365070702777
276693637,22046648,0,2022-03-29T17:45:00,"5600 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1515,5,3,-79.9390660171278,40.4008034116569
276706941,22046749,10,2022-03-29T21:50:00,"3900 Block Coleman St Pittsburgh, PA 15207",N,Greenfield,4,SIMPLE ASSAULT,2701 Simple Assault.,1516,5,3,-79.942504346103,40.427221930344
276714876,22046840,0,2022-03-30T03:06:00,"900 Block Tropical Ave Pittsburgh, PA 15216",N,Beechview,6,99,9998 Overdose Other,1916,,,,
276758626,22046060,10,2022-03-28T15:29:00,"2000 Block Centre Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(4) Harassment Communicates Prohibited Acts / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,305,6,3,-79.9799824053927,40.4435889103074
276516861,22045800,21,2022-03-28T04:00:00,"Herron Ave & Dobson St Pittsburgh, PA 15219",Y,Polish Hill,2,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,605,7,6,-79.9641915915424,40.4583187111389
276526250,22045819,5,2022-03-28T05:49:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BURGLARY,3502 Burglary.,1918,4,5,-80.0191898061447,40.3928794375987
276531611,22045923,6,2022-03-28T10:54:00,"600 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,3,5,-79.9972070893429,40.4215599781998
276547895,22045955,0,2022-03-28T12:35:00,"3200 Block Lecky Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),2703,1,1,-80.0344226025769,40.4744448069305
276549812,22045819,5,2022-03-28T05:49:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1918,4,5,-80.0191898061447,40.3928794375987
276555556,22046036,99,2022-03-28T14:25:00,"Forbes Ave & Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-80.003985220208,40.441169675936
276569992,22039640,0,2022-03-17T17:52:00,"700 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): Magistrate Issue,1113,9,2,-79.9207220303821,40.4684653464108
277912110,22054820,0,2022-04-12T16:10:00,"300 Block Curry Hollow Rd Pittsburgh, PA 15236",N,Outside City,OSC,99,9999 9999 - (Misc. Incident): ,5599,,,-79.975783953722,40.3376016429634
276628884,22046349,14,2022-03-29T07:51:00,"W Burgess St & Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2614,6,1,-80.0098964853406,40.4675932498991
276655226,22040651,10,2022-03-19T09:44:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Hills,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,103,6,6,-79.9931846836602,40.4350718181921
276687619,22046519,0,2022-03-29T16:37:00,"1500 Block Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,99,9993 PFA Service with Weapons Supplement,1702,3,3,-79.9832577873949,40.4293292096731
276246960,22044080,0,2022-03-24T22:32:00,"7000 Block Monticello St Pittsburgh, PA 15208",N,Homewood North,5,99,9999 9999 - (Misc. Incident): Child Custody Dispute,1301,,,,
276227453,22043827,29,2022-03-24T14:45:00,"200 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,RUNAWAYS - JUVENILE,029 Missing Juvenile,201,6,6,-80.004883411232,40.4398315874464
276329117,22044544,10,2022-03-25T16:19:00,"800 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT,2709(a) Harassment.,1918,4,5,-80.0201234537695,40.3935764360233
-3314136694,22043847,99,2022-03-24T15:50:00,"Salisbury St & Conway St Pittsburgh, PA 15210",N,South Side Slopes,3,DOG BITE,9492 Dog Bite,1608,3,3,-79.9734350779019,40.4188870374415
276351997,22044615,0,2022-03-25T18:20:00,"700 Block Maytide St Pittsburgh, PA 15227",N,Overbrook,3,99,9999 9999 - (Misc. Incident): ,3204,4,3,-79.9913002138661,40.3842772408587
276352792,22022628,99,2022-03-25T18:45:00,"300 Block Penn Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,AIDED CASE,9497 Aided Case,603,7,6,-79.9724713556024,40.4587529169412
276356931,22044676,0,2022-03-25T20:04:00,"1500 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,3742 Accidents Involving Death or Personal Injury / 3744 Duty to Give Information and Render Aid,1702,3,3,-79.9833100173741,40.4286928036566
276359044,22044692,10,2022-03-25T20:34:00,"100 Block E Agnew Ave Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709(a) Harassment.,2902,4,3,-79.986020737965,40.3952217896607
-3314136824,22047044,0,2022-03-30T12:15:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,99,9999 9999 - (Misc. Incident): ,1921,2,5,-80.0036478024497,40.4333960846227
276761018,22047039,14,2022-03-30T11:50:00,"1200 Block Shadycrest Dr Pittsburgh, PA 15216",N,Beechview,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1916,4,5,-80.0268522368914,40.4249099313598
276765705,22047071,14,2022-03-30T11:50:00,"1200 Block Shadycrest Dr Pittsburgh, PA 15216",N,Beechview,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1916,4,5,-80.0268522368914,40.4249099313598
276876224,22047871,4,2022-03-31T17:29:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",N,Arlington Heights,3,AGG-ASSAULT,2702 Aggravated Assault.,1604,3,3,-79.963452973864,40.4177171713237
-3415036952,22047060,0,2022-03-31T18:15:00,"2500 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,99,9994 PFA Service,1306,,,,
275135775,22037393,0,2022-03-14T01:06:00,"California Ave & Antrim St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2703,1,1,-80.0395758013128,40.4752682476588
275139217,22037420,99,2022-03-14T04:28:00,"3400 Block Fleming Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,MENTAL 201/302,9498 302 (Mental),2703,1,1,-80.038226953709,40.4769999999468
276596372,22046292,0,2022-03-29T03:46:00,"1600 Block Concordia St Pittsburgh, PA 15210",N,Carrick,3,99,9998 Overdose Other,2902,,,,
276616189,22046348,6,2022-03-29T07:30:00,"200 Block Federal St Pittsburgh, PA 15212",N,West Oakland,1,THEFT FROM AUTO,3934 Theft from Vehicle,402,1,6,-80.0039635417819,40.4484213102204
276682769,22046581,0,2022-03-29T16:00:00,"1200 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9993 PFA Service with Weapons Supplement,2715,1,1,-80.0275103365149,40.4697396230738
276690806,22046638,11,2022-03-29T17:30:00,"700 Block Mt pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,CREDIT CARDS,4106 Access Device Fraud,2609,1,1,-79.9982412589835,40.4759997700279
276692463,22046656,6,2022-03-29T16:30:00,"300 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2609,,,,
276696131,22046693,0,2022-03-29T19:20:00,"1800 Block St Patrick St Pittsburgh, PA 15210",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): Dryer fire possibly caused from the lent build up inside of it. ,1706,3,3,-79.9811426997094,40.4186229685806
276697779,22046704,99,2022-03-29T19:00:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,LOST PROPERTY,9504 Lost Property,1403,5,3,-79.9228071341134,40.4379109890663
277918143,22054938,10,2022-04-05T04:00:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.0016237646793,40.4417809547139
276754034,22046976,11,2022-03-30T09:36:00,"3800 Block Wind Gap Ave Pittsburgh, PA 15204",N,Windgap,6,THEFT BY DECEPTION,4120 Identity Theft / 3922 Theft by Deception. / 7512 Criminal Use of Communication,2807,2,5,-80.0787262532476,40.4582641291956
276755364,22046997,10,2022-03-30T10:19:00,"2300 Block Palm Beach Ave Pittsburgh, PA 15216",N,Beechview,6,HARRASSMENT,2709 Harassment (Non-Specific),1920,4,5,-80.0263370980893,40.4026400352691
276755538,22047036,0,2022-03-30T12:00:00,"3300 Block W Carson St Pittsburgh, PA 15204",N,Esplen,6,99,9993 PFA Service with Weapons Supplement,2017,2,5,-80.0513068290351,40.4621761181021
276756110,22046985,0,2022-03-30T09:59:00,"10 Block Perry St Pittsburgh, PA 15219",N,Middle Hill,2,99,9997 Overdose Death,501,,,,
276756843,22047037,0,2022-03-30T12:00:00,"200 Block Oakbrook Cir Pittsburgh, PA 15220",N,Westwood,6,99,9993 PFA Service with Weapons Supplement,2811,2,5,-80.0423735409231,40.4318799029429
276767229,22047100,11,2022-03-30T13:30:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,IDENTITY THEFT,4120 Identity Theft,2620,1,1,-79.9936135100542,40.466590276641
276775466,22041861,99,2022-03-17T16:25:00,"PENN HILLS Pittsburgh, PA ",Y,Outside City,OSC,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,5599,,,,
